id,name,name_urdu,city,province,type,category,campuses,chartered_by,established_year,website,image_url,google_map_url,distance_education,phone,email,ranking,fee_range_max,has_hec_scholarship,has_usaid_scholarship,financial_aid_office,scholarship_details,programs,scholarship_programs
uni_133,National Textile University,National Textile University,Faisalabad,Punjab,Public,General,Mian Campus; Karachi,Government of Pakistan,2002,http://www.ntu.edu.pk/,https://www.hec.gov.pk/english/universities/PublishingImages/NTU-.png,https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3403.1867914032287!2d73.14678591467268!3d31.464047457070173!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x3922691075c289bf%3A0xd48f8a2cd3c489f8!2sNational+Textile+University!5e0!3m2!1sen!2s!4v1469015607961,False,+92-41-9230099,info@nationaltextileuniversity.edu.pk,,45000,False,False,"Sheikhupura Road, Faisalabad. +92-41-9230099",Scholarship availability and coverage must be verified with the university financial aid office.,"Computer Science,Software Engineering,Business Administration,Electrical Engineering,Data Science,Economics,Law,Psychology",
uni_134,"National University of Computer & Emerging Sciences, Islamabad","National University of Computer & Emerging Sciences, Islamabad",Islamabad,Islamabad Capital Territory,Private,General,Mian Campus; Chiniot; Karachi; Lahore; Peshawar,Government of Pakistan,2000,http://www.nu.edu.pk/,https://images.unsplash.com/photo-1562774053-701939374585?auto=format&fit=crop&w=600&q=80,https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3321.050375514073!2d73.0131113145638!3d33.65585658071552!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x38df95eb4930f6a3%3A0x42849753112383b!2sNational+University+of+Computer+%26+Emerging+Sciences!5e0!3m2!1sen!2s!4v1466939886439,False,+92-51-111 128 128,info@nationaluniversityofcomputeremergingsciencesislamabad.edu.pk,,350000,False,False,"A.K Brohi Road Sector H-11/4, Islamabad. +92-51-111 128 128, +92-51-8314100 - 03",Scholarship availability and coverage must be verified with the university financial aid office.,"Computer Science,Software Engineering,Business Administration,Electrical Engineering,Data Science,Economics,Law,Psychology",
uni_135,National University of Medical Sciences (NUMS),National University of Medical Sciences (NUMS),Rawalpindi,Punjab,Public,Medical,Rawalpindi,Government of Pakistan,2015,http://numspak.edu.pk/,https://www.hec.gov.pk/english/universities/PublishingImages/NUMS%20Rwp.png,https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3323.279807888027!2d73.04055601453099!3d33.59804378073195!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x38df94871af1ee47%3A0xb6f418ce6a74565d!2sNational%20University%20Of%20Medical%20Sciences%20(NUMS)!5e0!3m2!1sen!2s!4v1669628533695!5m2!1sen!2s,False,+92-51-9270677,info@numspak.edu.pk,,69000,False,False,"National University of Medical Sciences , The Mall Rawalpindi, Paksitan. Tel # +92-51-9270677 Email: info@numspak.edu.pk",Scholarship availability and coverage must be verified with the university financial aid office.,"MBBS,BDS,Pharm-D,Nursing,Biotechnology,Public Health,Doctor of Physical Therapy",
uni_136,National University of Modern Languages,National University of Modern Languages,Islamabad,Islamabad Capital Territory,Public,General,Mian Campus; Faisalabad; Hyderabad; Karachi; Lahore; Multan; Peshawar; Quetta; Rawalpindi,Government of Pakistan,2000,http://www.numl.edu.pk/,https://www.hec.gov.pk/english/universities/PublishingImages/NUML%20Logo.jpeg,https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3320.643839292459!2d73.04784161456412!3d33.66638928071254!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x38df9570806ed9ed%3A0x894fbeb9e70954d4!2sNational+University+of+Modern+Languages!5e0!3m2!1sen!2s!4v1466941112518,False,+92-51-111-11-6878,info@nationaluniversityofmodernlanguages.edu.pk,,81000,False,False,"National University of Modern Languages H-9 Islamabad ,Pakistan. +92-51-111-11-6878, +92-51-90856878",Scholarship availability and coverage must be verified with the university financial aid office.,"Computer Science,Software Engineering,Business Administration,Electrical Engineering,Data Science,Economics,Law,Psychology",
uni_137,National University of Pakistan,National University of Pakistan,Rawalpindi,Punjab,Public,General,Mian Campus,Government of Pakistan,2023,https://www.nup.edu.pk,https://www.hec.gov.pk/english/universities/PublishingImages/HEC.gif,https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3323.571317078206!2d73.05791557525038!3d33.59047798305615!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x38df9360f51ad6a9%3A0x2bab3e71499dde76!2sNational%20University%20of%20Pakistan!5e0!3m2!1sen!2s!4v1698903716250!5m2!1sen!2s,False,051-5910020,info@nationaluniversityofpakistan.edu.pk,,93000,False,False,"FGEIs (Cantt/Garrison) Directorate Secretariat, Sir Syed Road, Rawalpindi Cantt. Tel # 051-5910020",Scholarship availability and coverage must be verified with the university financial aid office.,"Computer Science,Software Engineering,Business Administration,Electrical Engineering,Data Science,Economics,Law,Psychology",
uni_138,National University of Sciences & Technology,National University of Sciences & Technology,Islamabad,Islamabad Capital Territory,Public,General,Islamabad,Government of Pakistan,1997,http://www.nust.edu.pk/,https://www.hec.gov.pk/Style%20Library/HEC/images/NUST-011.jpg,https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d53163.026539708!2d72.97635314124595!3d33.61336881607172!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x38df9675aaaaaaab%3A0xc5180922c44eb86b!2sNUST-SEECS+(School+Of+Electrical+Engineering+and+Computer+Science)!5e0!3m2!1sen!2s!4v1466942296580,False,+92-51-111-11-6878,info@nationaluniversityofsciencestechnology.edu.pk,,105000,False,False,"National University of Sciences and Technology. NUST Campus, H-12, Islamabad, Pakistan. +92-51-111-11-6878",Scholarship availability and coverage must be verified with the university financial aid office.,"Computer Science,Software Engineering,Electrical Engineering,Civil Engineering,Mechanical Engineering,Mechatronics,Artificial Intelligence",
uni_139,"National University of Technology (NUTECH), Islamabad","National University of Technology (NUTECH), Islamabad",Islamabad,Islamabad Capital Territory,Public,Engineering & Technology,Mian Campus,Government of Pakistan,2018,http://www.nutech.edu.pk,https://www.hec.gov.pk/english/universities/PublishingImages/NUTECH.png,https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d212685.2494298694!2d73.1037488627908!3d33.599932614241936!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x0%3A0xb7afdd090e577e90!2sNational+University+of+Technology!5e0!3m2!1sen!2s!4v1525241718805,False,9251-5476768,info@nationaluniversityoftechnologynutechislamabad.edu.pk,,45000,False,False,"National University of Technology (NUTECH), IJP Road, Sector I-12, Islamabad. Tel: 9251-5476768",Scholarship availability and coverage must be verified with the university financial aid office.,"Computer Science,Software Engineering,Electrical Engineering,Civil Engineering,Mechanical Engineering,Mechatronics,Artificial Intelligence",
uni_140,Nazeer Hussain University,Nazeer Hussain University,Karachi,Sindh,Private,General,Karachi,Government of Sindh,2003,http://www.nhu.edu.pk/,https://images.unsplash.com/photo-1562774053-701939374585?auto=format&fit=crop&w=600&q=80,https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3618.2620544969955!2d67.0491072145247!3d24.92314114888149!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x3eb33f74f52fe64f%3A0x47c471271394014!2sNazeer+Hussain+University!5e0!3m2!1sen!2s!4v1468922033566,False,+92-21- 3636 2046-54,info@nazeerhussainuniversity.edu.pk,,350000,False,False,ST-2 Block-4 Federal B Area Karachi. +92-21- 3636 2046-54,Scholarship availability and coverage must be verified with the university financial aid office.,"Computer Science,Software Engineering,Business Administration,Electrical Engineering,Data Science,Economics,Law,Psychology",
uni_141,NED University of Engineering & Technology,NED University of Engineering & Technology,Karachi,Sindh,Public,General,Karachi,Government of Sindh,1977,http://www.neduet.edu.pk,https://images.unsplash.com/photo-1562774053-701939374585?auto=format&fit=crop&w=600&q=80,https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3618.007610655506!2d67.10900591452489!3d24.931810648535368!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x3eb338b8d4494c91%3A0xf864ed97b4a8ec0e!2sNED+University+of+Engineering+and+Technology!5e0!3m2!1sen!2s!4v1468993314616,False,+92-21-99261253,info@neduniversityofengineeringtechnology.edu.pk,,69000,False,False,"University Road, Karachi. +92-21-99261253, +92-21-99261 262-68/2242",Scholarship availability and coverage must be verified with the university financial aid office.,"Computer Science,Software Engineering,Electrical Engineering,Civil Engineering,Mechanical Engineering,Mechatronics,Artificial Intelligence",
uni_142,Newport Institute of Communications & Economics,Newport Institute of Communications & Economics,Karachi,Sindh,Private,General,Karachi,Government of Sindh,2002,http://www.newports.edu.pk,https://images.unsplash.com/photo-1562774053-701939374585?auto=format&fit=crop&w=600&q=80,https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3619.430658486608!2d67.05427701452403!3d24.88328775047137!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x3eb33ef1966567f7%3A0x8a3b27b6fab64e5b!2sNewports+Institute+of+Communication+%26+Economics!5e0!3m2!1sen!2s!4v1468993513648,False,+92-21-34547417,info@newportinstituteofcommunicationseconomics.edu.pk,,350000,False,False,"40-L, PECHS Block-6, Karachi +92-21-34547417, +92-21-34313070, +92-21-34541067 +92-21-34541074. +92-21-34381842",Scholarship availability and coverage must be verified with the university financial aid office.,"Computer Science,Software Engineering,Business Administration,Electrical Engineering,Data Science,Economics,Law,Psychology",
uni_143,NFC Institute of Engineering & Technology,NFC Institute of Engineering & Technology,Multan,Punjab,Public,Engineering & Technology,Mian Campus,Government of Punjab,2012,http://www.nfciet.edu.pk,https://www.hec.gov.pk/english/universities/PublishingImages/NFC-IET_Logo.jpg,https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3447.5860181396324!2d71.53645211464169!3d30.22036091719669!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x393b35c5e1760b13%3A0x1220e866c021c2a7!2sNFC+Institute+of+Engineering+and+Technology!5e0!3m2!1sen!2s!4v1469015803601,False,+92-61-9220044,info@nfcinstituteofengineeringtechnology.edu.pk,,93000,False,False,"Opposite Pak Arab Fertilizers, Khanewal Road, Multan, Punjab-Pakistan Tel # +92-61-9220044, +92-61-9220012",Scholarship availability and coverage must be verified with the university financial aid office.,"Computer Science,Software Engineering,Electrical Engineering,Civil Engineering,Mechanical Engineering,Mechatronics,Artificial Intelligence",
uni_144,"Nishtar Medical University, Multan","Nishtar Medical University, Multan",Multan,Punjab,Public,Medical,Multan,Government of Punjab,2017,http://www.nmch.edu.pk,https://www.hec.gov.pk/english/universities/PublishingImages/Nishtar%20Medical%20University%20Multan.png,https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3448.182308924241!2d71.4390553144275!3d30.203343718004955!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x393b33cf76d44955%3A0xb3808aee2bfa3217!2sNishtar+Medical+University!5e0!3m2!1sen!2s!4v1551951935504&quot;,False,+92-61-9200231-35,nishtarmed@gmail.com,,105000,False,False,"Nishtar Medical University (NMU), Nishtar Road, Gillani Colony, Multan Punjab, Pakistan Tel # +92-61-9200231-35 Fax # +92-61-9200227 Email:   nishtarmed@gmail.com",Scholarship availability and coverage must be verified with the university financial aid office.,"MBBS,BDS,Pharm-D,Nursing,Biotechnology,Public Health,Doctor of Physical Therapy",
uni_145,"Northern University, Nowshera","Northern University, Nowshera",Nowshehra,Khyber Pakhtunkhwa,Private,General,Mian Campus,Government of Khyber Pakhtunkhwa,2002,http://www.northern.edu.pk,https://www.hec.gov.pk/english/universities/PublishingImages/Northen%20University.jpg,https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3307.404069747269!2d72.03012361474003!3d34.007837627517304!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x38ded232e0bbd6e9%3A0x84e0d30a01326ccd!2sNorthern+University!5e0!3m2!1sen!2s!4v1468697048309,False,+92-923-616000,registrar@northern.edu.pk,,350000,False,False,"Wattar Wali, Ziarat Kaka Sahib Road,  Nowhsera, Khyber Pakhunkhwa. Tel # +92-923-616000, 616001, 616002, 616003 Email: registrar@northern.edu.pk",Scholarship availability and coverage must be verified with the university financial aid office.,"Computer Science,Software Engineering,Business Administration,Electrical Engineering,Data Science,Economics,Law,Psychology",
uni_146,Nur International University,Nur International University,Lahore,Punjab,Private,General,Lahore,Government of Punjab,2015,http://www.niu.edu.pk/,https://images.unsplash.com/photo-1562774053-701939374585?auto=format&fit=crop&w=600&q=80,https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3408.5678817779703!2d74.22214011466892!3d31.315686364354804!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x3919ab2e731b6231%3A0x86ffc171567f617!2sNur+International+University!5e0!3m2!1sen!2s!4v1469016210308,False,+92-42-111555600,info@nurinternationaluniversity.edu.pk,,350000,False,False,"Chairperson Secretariat,Fatima Memorial Hospital, Shadman, Lahore. +92-42-111555600, +92-42-37421967, +92-42-37503694",Scholarship availability and coverage must be verified with the university financial aid office.,"Computer Science,Software Engineering,Business Administration,Electrical Engineering,Data Science,Economics,Law,Psychology",
uni_147,"Pak-Austria Fachhochschule Institute of Applied Sciences and Technology, Haripur","Pak-Austria Fachhochschule Institute of Applied Sciences and Technology, Haripur",Haripur,Khyber Pakhtunkhwa,Public,General,Mian Campus,Government of Khyber Pakhtunkhwa,2019,http://www.paf-iast.edu.pk,https://www.hec.gov.pk/english/universities/PublishingImages/PAK-IAST%20Haripur.jpg,https://www.google.com/maps/embed?pb=!1m14!1m8!1m3!1d13245.041886248497!2d72.9179687!3d33.9086952!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x0%3A0xecea542d8a6b1d0a!2sPak-Austria%20Fachhochschule%20Institute%20of%20Applied%20Sciences%20and%20Technology!5e0!3m2!1sen!2s!4v1635920497016!5m2!1sen!2s,False,+92-995-645112-18,info@pakaustriafachhochschuleinstituteofappliedsciencesandtechnologyharipur.edu.pk,,69000,False,False,"Mang, Haripur-Khyber Pakhtunkhwa Pakistan Tel # +92-995-645112-18 Fax # +92-995-645117",Scholarship availability and coverage must be verified with the university financial aid office.,"Computer Science,Software Engineering,Electrical Engineering,Civil Engineering,Mechanical Engineering,Mechatronics,Artificial Intelligence",
uni_148,"Pakistan Global Institute, Rawat","Pakistan Global Institute, Rawat",Rawat,Punjab,Private,General,Mian Campus,Government of Pakistan,2023,http://www.mypgi.edu.pk,https://www.hec.gov.pk/english/universities/PublishingImages/Pakistan%20Global%20Institute-Rawat.png,https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d6657.064975565431!2d73.18839558732587!3d33.461484762175424!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x38dff1bdcf97a8e1%3A0x57608ce2cf0c4adc!2sPakistan%20Global%20Institute%20(PGI)%20RAWAT!5e0!3m2!1sen!2s!4v1685336148653!5m2!1sen!2s,False,+92 051 885 0570,pgiadmissions@mypgi.edu.pk,,350000,False,False,"Moza Bagha Sheikhan, Rawat, Rawalpindi. Tel # +92 051 885 0570 Email: pgiadmissions@mypgi.edu.pk",Scholarship availability and coverage must be verified with the university financial aid office.,"Computer Science,Software Engineering,Business Administration,Electrical Engineering,Data Science,Economics,Law,Psychology",
uni_149,Pakistan Institute of Development Economics (PIDE),Pakistan Institute of Development Economics (PIDE),Islamabad,Islamabad Capital Territory,Public,General,Islamabad,Government of Pakistan,2006,http://www.pide.org.pk/,https://images.unsplash.com/photo-1562774053-701939374585?auto=format&fit=crop&w=600&q=80,https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3317.4381333309943!2d73.13656871456696!3d33.74934238068935!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x38dfc11dc418db5d%3A0x6ecd9345f02150b5!2sPakistan+Institute+of+Development+Economics!5e0!3m2!1sen!2s!4v1466942670248,False,+92-51-9248074,info@pakistaninstituteofdevelopmenteconomicspide.edu.pk,,93000,False,False,"Pakistan Institute of Development Economics (PIDE),  Quaid-i-Azam University Campus,  P.O. Box. 1091, Islamabad, 44000, Pakistan. +92-51-9248074 +92-51-9248065",Scholarship availability and coverage must be verified with the university financial aid office.,"Computer Science,Software Engineering,Business Administration,Electrical Engineering,Data Science,Economics,Law,Psychology",
uni_150,Pakistan Institute of Engineering & Applied Sciences,Pakistan Institute of Engineering & Applied Sciences,Islamabad,Islamabad Capital Territory,Public,Engineering & Technology,Mian Campus; Islamabad,Government of Pakistan,2000,http://www.pieas.edu.pk/,https://www.hec.gov.pk/english/universities/PublishingImages/PIEAS.jpg,https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3321.1253466800636!2d73.26623871456374!3d33.65391388071615!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x38dfe88544506195%3A0xeece07c3d316ebed!2sPakistan+Institute+of+Engineering+%26+Applied+Sciences+(PIEAS)!5e0!3m2!1sen!2s!4v1466942904039,False,+92 (51) 1111,info@pakistaninstituteofengineeringappliedsciences.edu.pk,,105000,False,False,"Nilore, Islamabad, Pakistan. +92 (51) 1111 PIEAS +92 (51) 1111 74327 +92 (51) 924 8600",Scholarship availability and coverage must be verified with the university financial aid office.,"Computer Science,Software Engineering,Electrical Engineering,Civil Engineering,Mechanical Engineering,Mechatronics,Artificial Intelligence",
uni_151,Pakistan Institute of Fashion & Design,Pakistan Institute of Fashion & Design,Lahore,Punjab,Public,Arts & Design,Lahore,Government of Punjab,2011,http://www.pifd.edu.pk/,https://www.hec.gov.pk/english/universities/PublishingImages/PFID%20Lahore.jpg,https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3403.1185623123347!2d74.2537086146727!3d31.46592455697781!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x39190228557806b1%3A0x94368bf6f2a8e7ee!2sPakistan+Institute+of+Fashion+and+Design!5e0!3m2!1sen!2s!4v1469016800916,False,+92-42 99232951-57,info@pakistaninstituteoffashiondesign.edu.pk,,45000,False,False,"51-J/3, Johar Town, Lahore. +92-42 99232951-57",Scholarship availability and coverage must be verified with the university financial aid office.,"Fine Arts,Architecture,Graphic Design,Textile Design,Fashion Design,Film & TV",
uni_152,Pakistan Military Academy,Pakistan Military Academy,Abbottabad,Khyber Pakhtunkhwa,Public,General,Abbottabad,Government of Pakistan,1959,http://www.pma.edu.pk,https://images.unsplash.com/photo-1562774053-701939374585?auto=format&fit=crop&w=600&q=80,https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3300.3420740825904!2d73.26113021474507!3d34.18873531797313!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x38de302df8f90399%3A0x57f0e9f512fae96f!2sPakistan+Military+Academy!5e0!3m2!1sen!2s!4v1468697574141,False,+92-51-111-000-111,info@pakistanmilitaryacademy.edu.pk,,57000,False,False,"Kakul Road, Abbottabad Pakistan",Scholarship availability and coverage must be verified with the university financial aid office.,"Computer Science,Software Engineering,Business Administration,Electrical Engineering,Data Science,Economics,Law,Psychology",
uni_153,Pakistan Naval Academy,Pakistan Naval Academy,Karachi,Sindh,Public,General,Karachi,Government of Sindh,1965,http://www.paknavy.gov.pk,https://images.unsplash.com/photo-1562774053-701939374585?auto=format&fit=crop&w=600&q=80,https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3621.865375842522!2d66.96943371452238!3d24.800062953784273!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x3eb3164a314e5d19%3A0xa01aebb313363b8b!2sPakistan+Naval+Academy!5e0!3m2!1sen!2s!4v1468993776976,False,+92-51-111-000-111,info@pakistannavalacademy.edu.pk,,69000,False,False,"Pakistan Naval Academy Karachi, Pakistan",Scholarship availability and coverage must be verified with the university financial aid office.,"Computer Science,Software Engineering,Business Administration,Electrical Engineering,Data Science,Economics,Law,Psychology",
uni_154,Peoples University of Medical & Health Sciences for Women,Peoples University of Medical & Health Sciences for Women,Nawabshah,Sindh,Public,General,Nawabshah,Government of Sindh,2009,http://www.pumhs.edu.pk,https://images.unsplash.com/photo-1562774053-701939374585?auto=format&fit=crop&w=600&q=80,https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3578.5530455445974!2d68.40067581455156!3d26.243708494887404!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x394a4cc854944097%3A0xf9bec6d24cfab1f5!2sPeoples+University+of+Medical+and+Health+Sciences!5e0!3m2!1sen!2s!4v1468994146053,False,+92-244-9370260,info@peoplesuniversityofmedicalhealthsciencesforwomen.edu.pk,,81000,False,False,"Peoples University of Medical & Health Sciences for Women, Nawabshah 67480 (SBA). +92-244-9370260",Scholarship availability and coverage must be verified with the university financial aid office.,"MBBS,BDS,Pharm-D,Nursing,Biotechnology,Public Health,Doctor of Physical Therapy",
uni_155,Pir Mehr Ali Shah Arid Agriculture University,Pir Mehr Ali Shah Arid Agriculture University,Rawalpindi,Punjab,Public,General,Rawalpindi,Government of Punjab,1995,http://www.uaar.edu.pk/,https://images.unsplash.com/photo-1562774053-701939374585?auto=format&fit=crop&w=600&q=80,https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3321.3996102879746!2d73.07892041473016!3d33.64680614643471!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x38df952e017d0acd%3A0xf20be4a76782ceaf!2sPir+Mehr+Ali+Shah+Arid+Agriculture+University!5e0!3m2!1sen!2s!4v1469017165334,False,+92-51-9292104,info@pirmehralishaharidagricultureuniversity.edu.pk,,93000,False,False,"Shamsabad, Murree Road, Rawalpindi. +92-51-9292104",Scholarship availability and coverage must be verified with the university financial aid office.,"Agronomy,Veterinary Medicine,Food Science & Technology,Horticulture,Environmental Science",
uni_156,"Preston Institute of Management, Science & Technology","Preston Institute of Management, Science & Technology",Karachi,Sindh,Private,General,Karachi,Government of Sindh,2001,http://pimsat-khi.edu.pk,https://images.unsplash.com/photo-1562774053-701939374585?auto=format&fit=crop&w=600&q=80,https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3620.2203073031533!2d67.03766141452341!3d24.856324151545955!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x3eb33e79504389a1%3A0x50c70882844229bd!2sPreston+Institute+of+Management%2C+Science+and+Technology!5e0!3m2!1sen!2s!4v1468995096903,False,+92-21-32791216,info@prestoninstituteofmanagementsciencetechnology.edu.pk,,350000,False,False,"177/2, IEP Building, Karachi. +92-21-32791216, +92-21-32789888, +92-21-32789889  +92-21-32789890",Scholarship availability and coverage must be verified with the university financial aid office.,"Computer Science,Software Engineering,Electrical Engineering,Civil Engineering,Mechanical Engineering,Mechatronics,Artificial Intelligence",
uni_157,"Preston University, Karachi","Preston University, Karachi",Karachi,Sindh,Private,General,Karachi,Government of Sindh,2004,http://www.preston.edu.pk,https://images.unsplash.com/photo-1562774053-701939374585?auto=format&fit=crop&w=600&q=80,https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3619.8877718030944!2d67.08308761452369!3d24.86768235109345!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x3eb33eae52943efb%3A0xf3c0191e0dd7bff0!2sPreston+University!5e0!3m2!1sen!2s!4v1468995714444,False,+92-21-34398727,info@prestonuniversitykarachi.edu.pk,,350000,False,False,"Main Campus:15, Banglore Town, Shahrah-e-Faisal,Karachi. +92-21-34398727, +92-21-34534663-4 UAN:021-111-707-808",Scholarship availability and coverage must be verified with the university financial aid office.,"Computer Science,Software Engineering,Business Administration,Electrical Engineering,Data Science,Economics,Law,Psychology",
uni_158,"Preston University, Kohat","Preston University, Kohat",Kohat,Khyber Pakhtunkhwa,Private,General,Mian Campus; Islamabad,Government of Khyber Pakhtunkhwa,2002,http://www.preston.edu.pk,https://www.hec.gov.pk/english/universities/PublishingImages/Preston%20University%20Kohat.jpg,https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3323.303139856728!2d71.42577761466967!3d33.597438280732035!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x38d8ef9db96cedb7%3A0xf2f0e47a38bd9813!2sPreston+University+Kohat!5e0!3m2!1sen!2s!4v1539682263407&quot;,False,+92 922 860211,info@prestonuniversitykohat.edu.pk,,350000,False,False,"Sector 10 Street 3 KDA Kohat, Kohat, Pakistan, Tel # +92 922 860211 Islamabad Campus: Plot No 85, Street 3, Sector H-8/1,Islamabad. +92-51-8491300",Scholarship availability and coverage must be verified with the university financial aid office.,"Computer Science,Software Engineering,Business Administration,Electrical Engineering,Data Science,Economics,Law,Psychology",
uni_159,"Punjab Tianjin University of Technology, Lahore","Punjab Tianjin University of Technology, Lahore",Lahore,Punjab,Public,Engineering & Technology,Lahore,Government of Punjab,2018,http://ptut.edu.pk/,https://www.hec.gov.pk/english/universities/PublishingImages/PTUT%20Lahore.png,https://www.google.com/maps/embed?pb=!1m14!1m8!1m3!1d27233.144269631953!2d74.296372!3d31.437729!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x0%3A0x3f699edaa3903074!2sPunjab+Tianjin+University+of+Technology%2CLahore!,False,+92 42 9933 2438,info@ptut.edu.pk,,69000,False,False,"Punjab Tianjin University of Technology (PTUT),  Near Green Town Police station, Township,  Lahore, Pakistan Email:    info@ptut.edu.pk Tel:    +92 42 9933 2438  & +92 42 9933 2439",Scholarship availability and coverage must be verified with the university financial aid office.,"Computer Science,Software Engineering,Electrical Engineering,Civil Engineering,Mechanical Engineering,Mechatronics,Artificial Intelligence",
uni_160,"Punjab University of Technology, Rasul-Mandi Bahauddin","Punjab University of Technology, Rasul-Mandi Bahauddin",Mandi Bahauddin,Punjab,Public,Engineering & Technology,Mian Campus,Government of Punjab,2018,https://www.putrasul.edu.pk/,"https://www.hec.gov.pk/english/universities/PublishingImages/Punjab%20University%20of%20Technology,%20Rasul-Mandi%20Bahauddin.jpg",https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3358.282888013573!2d73.55997371450026!3d32.678522281001825!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x14e4cadbdb58c789%3A0x1aa21c1e2dd5014f!2sPunjab%20University%20of%20Technology%20Rasul!5e0!3m2!1sen!2s!4v1649323336044!5m2!1sen!2s,False,0092-0546-553216,registrar@putrasul.edu.pk,,81000,False,False,"13-km Mandi Bahauddin - Sarai Alamgir Rd, Rasul, Mandi Bahauddin, Punjab 50370, Pakistan Tel # 0092-0546-553216 Email: registrar@putrasul.edu.pk URL # www.putrasul.edu.pk",Scholarship availability and coverage must be verified with the university financial aid office.,"Computer Science,Software Engineering,Electrical Engineering,Civil Engineering,Mechanical Engineering,Mechatronics,Artificial Intelligence",
